BILL,REPRESENTATIVE,PARTY,VOTE,DATE,BILL_NAME,COMMITTEE,STATE
3684,Norman,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,SC
3684,Nunes,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,O'Halleran,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,AZ
3684,Obernolte,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Ocasio-Cortez,Democratic,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NY
3684,Omar,Democratic,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MN
3684,Owens,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,UT
3684,Palazzo,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MS
3684,Pallone,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NJ
3684,Palmer,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,AL
3684,Panetta,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Pappas,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NH
3684,Pascrell,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NJ
3684,Payne,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NJ
3684,Pelosi,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Pence,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,IN
3684,Perlmutter,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CO
3684,Perry,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,PA
3684,Peters,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Pfluger,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,TX
3684,Phillips,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MN
3684,Pingree,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,ME
3684,Pocan,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,WI
3684,Porter,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Posey,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,FL
3684,Pressley,Democratic,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MA
3684,Price (NC),Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NC
3684,Quigley,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,IL
3684,Raskin,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MD
3684,Reed,Republican,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NY
3684,Reschenthaler,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,PA
3684,Rice (NY),Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NY
3684,Rice (SC),Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,SC
3684,Rodgers (WA),Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,WA
3684,Rogers (AL),Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,AL
3684,Rogers (KY),Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,KY
3684,Rose,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,TN
3684,Rosendale,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MT
3684,Ross,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NC
3684,Rouzer,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NC
3684,Roy,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,TX
3684,Roybal-Allard,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Ruiz,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Ruppersberger,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MD
3684,Rush,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,IL
3684,Rutherford,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,FL
3684,Ryan,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,OH
3684,Salazar,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,FL
3684,Sarbanes,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MD
3684,Scalise,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,LA
3684,Scanlon,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,PA
3684,Schakowsky,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,IL
3684,Schiff,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Schneider,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,IL
3684,Schrader,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,OR
3684,Schrier,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,WA
3684,Schweikert,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,AZ
3684,Scott (VA),Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,VA
3684,"Scott, Austin",Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,GA
3684,"Scott, David",Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,GA
3684,Sessions,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,TX
3684,Sewell,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,AL
3684,Sherman,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Sherrill,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NJ
3684,Simpson,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,ID
3684,Sires,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NJ
3684,Slotkin,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MI
3684,Smith (MO),Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MO
3684,Smith (NE),Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NE
3684,Smith (NJ),Republican,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NJ
3684,Smith (WA),Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,WA
3684,Smucker,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,PA
3684,Soto,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,FL
3684,Spanberger,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,VA
3684,Spartz,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,IN
3684,Speier,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Stansbury,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NM
3684,Stanton,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,AZ
3684,Stauber,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MN
3684,Steel,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Stefanik,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NY
3684,Steil,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,WI
3684,Steube,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,FL
3684,Stevens,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MI
3684,Stewart,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,UT
3684,Strickland,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,WA
3684,Suozzi,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NY
3684,Swalwell,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Sánchez,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Takano,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Taylor,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,TX
3684,Tenney,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NY
3684,Thompson (CA),Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Thompson (MS),Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MS
3684,Thompson (PA),Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,PA
3684,Tiffany,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,WI
3684,Timmons,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,SC
3684,Titus,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NV
3684,Tlaib,Democratic,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MI
3684,Tonko,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NY
3684,Torres (CA),Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Torres (NY),Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NY
3684,Trahan,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MA
3684,Trone,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MD
3684,Turner,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,OH
3684,Underwood,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,IL
3684,Upton,Republican,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MI
3684,Valadao,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Van Drew,Republican,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NJ
3684,Van Duyne,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,TX
3684,Vargas,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Veasey,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,TX
3684,Vela,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,TX
3684,Velázquez,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NY
3684,Wagner,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MO
3684,Walberg,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,MI
3684,Walorski,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,IN
3684,Waltz,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,FL
3684,Wasserman Schultz,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,FL
3684,Waters,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,CA
3684,Watson Coleman,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NJ
3684,Weber (TX),Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,TX
3684,Webster (FL),Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,FL
3684,Welch,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,VT
3684,Wenstrup,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,OH
3684,Westerman,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,AR
3684,Wexton,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,VA
3684,Wild,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,PA
3684,Williams (GA),Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,GA
3684,Williams (TX),Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,TX
3684,Wilson (FL),Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,FL
3684,Wilson (SC),Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,SC
3684,Wittman,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,VA
3684,Womack,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,AR
3684,Yarmuth,Democratic,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,KY
3684,Young,Republican,YEA,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,AK
3684,Zeldin,Republican,NAY,2021-11-05,Infrastructure Investment and Jobs Act,Transportation and Infrastructure,NY
3755,Adams,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,NC
3755,Aderholt,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,AL
3755,Aguilar,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CA
3755,Allen,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,GA
3755,Allred,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TX
3755,Amodei,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,NV
3755,Armstrong,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,ND
3755,Arrington,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TX
3755,Auchincloss,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,MA
3755,Axne,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,IA
3755,Babin,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TX
3755,Bacon,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,NE
3755,Baird,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,IN
3755,Balderson,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,OH
3755,Banks,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,IN
3755,Barr,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,KY
3755,Barragán,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CA
3755,Bass,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CA
3755,Beatty,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,OH
3755,Bentz,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,OR
3755,Bera,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CA
3755,Bergman,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,MI
3755,Beyer,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,VA
3755,Bice (OK),Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,OK
3755,Biggs,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,AZ
3755,Bilirakis,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,FL
3755,Bishop (GA),Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,GA
3755,Bishop (NC),Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,NC
3755,Blumenauer,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,OR
3755,Blunt Rochester,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,DE
3755,Boebert,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CO
3755,Bonamici,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,OR
3755,Bost,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,IL
3755,Bourdeaux,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,GA
3755,Bowman,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,NY
3755,"Boyle, Brendan F.",Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,PA
3755,Brady,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TX
3755,Brooks,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,AL
3755,Brown,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,MD
3755,Brownley,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CA
3755,Buchanan,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,FL
3755,Buck,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CO
3755,Bucshon,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,IN
3755,Budd,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,NC
3755,Burchett,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TN
3755,Burgess,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TX
3755,Bush,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,MO
3755,Bustos,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,IL
3755,Butterfield,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,NC
3755,Calvert,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CA
3755,Cammack,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,FL
3755,Carbajal,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CA
3755,Carl,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,AL
3755,Carson,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,IN
3755,Carter (GA),Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,GA
3755,Carter (LA),Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,LA
3755,Carter (TX),Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TX
3755,Cartwright,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,PA
3755,Case,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,HI
3755,Casten,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,IL
3755,Castor (FL),Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,FL
3755,Castro (TX),Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TX
3755,Cawthorn,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,NC
3755,Chabot,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,OH
3755,Cheney,Republican,NOT VOTING,2021-09-24,Women’s Health Protection Act,Energy and Commerce,WY
3755,Chu,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CA
3755,Cicilline,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,RI
3755,Clark (MA),Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,MA
3755,Clarke (NY),Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,NY
3755,Cleaver,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,MO
3755,Cline,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,VA
3755,Cloud,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TX
3755,Clyburn,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,SC
3755,Clyde,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,GA
3755,Cohen,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TN
3755,Cole,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,OK
3755,Comer,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,KY
3755,Connolly,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,VA
3755,Cooper,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TN
3755,Correa,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CA
3755,Costa,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CA
3755,Courtney,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CT
3755,Craig,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,MN
3755,Crawford,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,AR
3755,Crenshaw,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TX
3755,Crist,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,FL
3755,Crow,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CO
3755,Cuellar,Democratic,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TX
3755,Curtis,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,UT
3755,Cárdenas,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CA
3755,Davids (KS),Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,KS
3755,Davidson,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,OH
3755,"Davis, Danny K.",Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,IL
3755,"Davis, Rodney",Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,IL
3755,DeFazio,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,OR
3755,DeGette,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CO
3755,DeLauro,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CT
3755,DeSaulnier,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CA
3755,Dean,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,PA
3755,DelBene,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,WA
3755,Delgado,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,NY
3755,Demings,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,FL
3755,DesJarlais,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TN
3755,Deutch,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,FL
3755,Diaz-Balart,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,FL
3755,Dingell,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,MI
3755,Doggett,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TX
3755,Donalds,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,FL
3755,"Doyle, Michael F.",Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,PA
3755,Duncan,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,SC
3755,Dunn,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,FL
3755,Ellzey,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TX
3755,Emmer,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,MN
3755,Escobar,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TX
3755,Eshoo,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,CA
3755,Espaillat,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,NY
3755,Estes,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,KS
3755,Evans,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,PA
3755,Fallon,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TX
3755,Feenstra,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,IA
3755,Ferguson,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,GA
3755,Fischbach,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,MN
3755,Fitzgerald,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,WI
3755,Fitzpatrick,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,PA
3755,Fleischmann,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TN
3755,Fletcher,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,TX
3755,Fortenberry,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,NE
3755,Foster,Democratic,YEA,2021-09-24,Women’s Health Protection Act,Energy and Commerce,IL
3755,Foxx,Republican,NAY,2021-09-24,Women’s Health Protection Act,Energy and Commerce,NC
