,number,title,classification,timestamp,latitude,longitude,month,year,state
1874,4762,Report 4762: Woman has two evening encounters twenty years apart,Class A,2002-08-04 12:00:00,41.5325,-81.1351,8,2002,Ohio
1875,4808,Report 4808: Road trip pit stop in the woods,Class A,2002-08-04 12:00:00,48.53944,-121.745,8,2002,Washington
1876,50589,Report 50589: Recollection of a daytime road crossing near Upper Tract,Class A,2002-08-08 12:00:00,38.44367,-79.1347,8,2002,Virginia
1877,5286,Report 5286: Meteor watchers see large two-legged dark creature approach vehicle near Springfield,Class A,2002-08-09 12:00:00,37.0968,-93.4303,8,2002,Missouri
1878,26279,Report 26279: Logging reveals a brief sighting of a bipedal creature near Pennsboro,Class B,2002-08-13 12:00:00,39.355,-80.915,8,2002,West Virginia
1879,9648,Report 9648: Hunters have strange experiences and make an unusual discovery.,Class B,2002-08-13 12:00:00,38.75,-122.7,8,2002,California
1880,59520,Report 59520: Family describes the strange activity at their former rural home near Wesley,Class B,2002-08-14 12:00:00,36.1655,-93.5515,8,2002,Arkansas
1881,9537,Report 9537: Two Motorists Have An Early Evening Sighting North of Mt. Gilead,Class A,2002-08-15 12:00:00,40.5896,-82.82214,8,2002,Ohio
1884,4789,Report 4789: Tree top snaps off while man casts suspected sasquatch track near by,Class B,2002-08-19 12:00:00,46.05229,-92.30575,8,2002,Wisconsin
1885,22996,Report 22996: Girl describes close encounter on family property in the Lookingglass / Roseburg area,Class A,2002-08-20 12:00:00,43.2073,-123.5585,8,2002,Oregon
1886,7939,"Report 7939: Powerful vocalizations heard near town of Albion, NY",Class B,2002-08-22 12:00:00,43.2265,-78.1946,8,2002,New York
1887,4846,Report 4846: Boy has two encounters at eastern edge of Coast Range.,Class A,2002-08-24 12:00:00,44.58335,-123.4166,8,2002,Oregon
1888,7363,Report 7363: Family Encounters Red Eyes and Unusual Smells,Class B,2002-08-30 12:00:00,39.5575,-120.8294,8,2002,California
1889,4897,Report 4897: Family finds and hears compelling evidence near Leadville,Class B,2002-08-31 12:00:00,39.3045,-106.171,8,2002,Colorado
1890,4887,Report 4887: Family has strange experience in Golden Trout Wilderness,Class B,2002-09-03 12:00:00,36.10556,-118.5272,9,2002,California
1891,5053,Report 5053: Possible bigfoot encounter changes a mischievous teenager's plan,Class B,2002-09-05 12:00:00,45.4684,-122.2487,9,2002,Oregon
1892,16489,Report 16489: Camper describes trees shaken and possible encounter near Waverly,Class B,2002-09-07 12:00:00,39.10495,-82.79665,9,2002,Ohio
1893,11948,"Report 11948: Quad riders find fresh footprints, encounter overwhelming stench near Stumpy Meadows",Class B,2002-09-07 12:00:00,38.91185,-120.5764,9,2002,California
1894,4917,"Report 4917: Campers hear late night ""banging"" near Oroville",Class B,2002-09-07 12:00:00,39.64306,-121.2733,9,2002,California
1895,4940,Report 4940: Morning sighting by three fishermen near the east end of Riffe Lake,Class A,2002-09-14 12:00:00,46.5347,-122.4275,9,2002,Washington
1896,6037,Report 6037: Hunter hears unusual vocalizations on two occassions,Class B,2002-09-14 12:00:00,42.4829,-110.5979,9,2002,Wyoming
1897,24127,Report 24127: Partridge hunter has a daylight sighting while driving from Germfask,Class A,2002-09-15 12:00:00,46.18968,-85.97613,9,2002,Michigan
1898,43402,Report 43402: Possible ongoing activty in a rural community near Chance,Class B,2002-09-16 12:00:00,31.809,-87.56807,9,2002,Alabama
1899,10266,Report 10266: Witness sees unknown animal cross dirt road near New Mexico State Route 264,Class A,2002-09-17 12:00:00,35.63736,-108.8676,9,2002,New Mexico
1900,4985,Report 4985: Vocalizations heard by couple at dawn near Randle,Class B,2002-09-19 12:00:00,46.5256,-122.0252,9,2002,Washington
1901,12709,Report 12709: Daylight sighting by hiker outside Middleport,Class A,2002-09-21 12:00:00,43.19501,-78.54224,9,2002,New York
1902,5100,"Report 5100: Hiker sees, attempts to photograph a sasquatch in the Columbia Gorge",Class A,2002-09-24 12:00:00,45.63923,-121.8735,9,2002,Oregon
1903,20677,Report 20677: Resident describes possible vocalizations near Robertsville.,Class B,2002-10-09 12:00:00,38.40685,-90.7,10,2002,Missouri
1904,6164,Report 6164: Hunter's elk calls ellicit vocal responses from multiple animals,Class B,2002-10-09 12:00:00,39.0621,-105.0138,10,2002,Colorado
1905,5316,Report 5316: Daytime sighting by hiker near Spring Creek.,Class A,2002-10-10 12:00:00,36.20611,-94.23417,10,2002,Arkansas
1906,5076,Report 5076: Multiple wood on wood sounds heard in the Beach City Wildlife area,Class B,2002-10-12 12:00:00,40.6298,-81.5693,10,2002,Ohio
1907,17388,Report 17388: Possible vocalizations heard by bow hunters near Malaga,Class B,2002-10-15 12:00:00,39.86019,-81.20422,10,2002,Ohio
1908,8227,"Report 8227: Driver stops, approaches bigfoot on foot around midnight on Hwy 138, 4 miles W of Glide",Class A,2002-10-15 12:00:00,43.3029,-123.1611,10,2002,Oregon
1909,9047,Report 9047: Morning dog walkers hear repeated vocalizations and find scat near Oak Harbor,Class B,2002-10-15 12:00:00,48.247,-122.6916,10,2002,Washington
1910,5162,Report 5162: Man hunting deer finds unusual feces and hears animal,Class B,2002-10-17 12:00:00,47.4822,-120.319,10,2002,Washington
1911,5176,Report 5176: Several sets of tracks found near Skookum Meadows,Class B,2002-10-20 12:00:00,46.0969,-121.9191,10,2002,Washington
1912,5610,Report 5610: Three guests at Suttle Lake Resort get long look at three sasquatches,Class A,2002-10-24 12:00:00,44.42565,-121.726,10,2002,Oregon
1913,5251,"Report 5251: Hunters hear, and possibly see, a strange creature near Lake Isabella",Class B,2002-10-26 12:00:00,35.56805,-118.6078,10,2002,California
1914,5294,Report 5294: Forest Service employees see big footprints near Lake Isabella,Class B,2002-10-27 12:00:00,35.51222,-118.3356,10,2002,California
1915,5342,Report 5342: Fisherman finds footprint near Witts Springs.,Class B,2002-10-30 12:00:00,35.8019,-92.943,10,2002,Arkansas
1916,9850,Report 9850: Two fishermen hear tree knocking and low roar,Class B,2002-11-01 12:00:00,47.2055,-123.3958,11,2002,Washington
1917,8083,Report 8083: Boy encounters bigfoot while fishing on a pond just north of Detroit,Class A,2002-11-02 12:00:00,33.66666,-95.27361,11,2002,Texas
1918,7038,Report 7038: Large footprints found in snow above Packwood,Class B,2002-11-02 12:00:00,46.7225,-121.6606,11,2002,Washington
1919,10913,Report 10913: Squirrel Hunter has encounter south of El Dorado,Class A,2002-11-05 12:00:00,33.14663,-92.61493,11,2002,Arkansas
1920,5280,Report 5280: Two cars stop to let pair of BF cross the road.,Class A,2002-11-07 12:00:00,42.86361,-86.16861,11,2002,Michigan
1921,5725,Report 5725: Man hears loud vocalization while woodworking on his porch,Class B,2002-11-15 12:00:00,47.0586,-122.2864,11,2002,Washington
1922,30902,Report 30902: Nighttime sighting on CR550 outside Marquette,Class A,2002-11-15 12:00:00,46.60424,-87.46171,11,2002,Michigan
1923,5331,Report 5331: Upright creature walks on two legs towards hunter near Mt. Rainier National Park,Class A,2002-11-16 12:00:00,47.0019,-121.6279,11,2002,Washington
1924,5507,Report 5507: Man sees reddish brown figure near Phillips jump off road,Class A,2002-11-24 12:00:00,45.7743,-90.51145,11,2002,Wisconsin
1925,5253,Report 5253: Backpackers report screams and camp stalking near Dutchman's Flats outside Idyllwild,Class B,2002-12-01 12:00:00,33.7655,-116.7078,12,2002,California
1926,7932,Report 7932: A young hunter witness's a seven foot tall creature less than 25 feet away,Class A,2002-12-01 12:00:00,39.20212,-83.13585,12,2002,Ohio
1927,5173,Report 5173: Large bipedal animal frequently observed by a South Dakota family,Class A,2002-12-04 12:00:00,43.35851,-102.3971,12,2002,South Dakota
1928,14075,Report 14075: Camper describes possible vocalization and rock throwing outside Franklin.,Class B,2002-12-07 12:00:00,35.10486,-83.23206,12,2002,North Carolina
1929,22801,"Report 22801: Further apparent corroboration of multiple-witness, winter, nighttime, road-crossing near Kenosha Pass",Class A,2002-12-15 12:00:00,39.39565,-105.7854,12,2002,Colorado
1930,5505,Report 5505: Rural Oregon resident sees a bigfoot look into the window,Class A,2002-12-17 12:00:00,45.46571,-118.875,12,2002,Oregon
1932,11688,Report 11688: Husband and wife see animal near garbage dump,Class A,2003-01-15 12:00:00,43.34806,-78.23962,1,2003,New York
1933,13028,Report 13028: Two young men have a surprise backyard encounter while watching a meteor shower south of Jasper,Class A,2003-01-15 12:00:00,30.83315,-93.972,1,2003,Texas
1934,5681,Report 5681: Rural commuter sees large animal shift from quadrupedal to bipedal movement,Class A,2003-01-31 12:00:00,35.86972,-96.968,1,2003,Oklahoma
1935,5817,Report 5817: Woman recalls childhood encounters.,Class A,2003-02-11 12:00:00,35.27056,-95.97,2,2003,Oklahoma
1936,14841,Report 14841: Possible approach to a property on the edge of the Salmon Huckleberry Wilderness,Class B,2003-02-15 12:00:00,45.3207,-121.9547,2,2003,Oregon
1937,10330,Report 10330: Two motorists have a lengthy sighting along SR56 near the Madison and Clark County line.,Class A,2003-02-18 12:00:00,39.96627,-83.51394,2,2003,Ohio
1938,5884,Report 5884: Road crossing sighting by motorist,Class A,2003-02-18 12:00:00,30.7599,-85.76891,2,2003,Florida
1939,5881,Report 5881: Man observes sasquatch looking at him along Highway 92 near Pine Knot,Class A,2003-02-20 12:00:00,36.66257,-84.33998,2,2003,Kentucky
1940,8953,Report 8953: Multiple observations over three year span,Class A,2003-03-01 12:00:00,42.36176,-75.0116,3,2003,New York
1941,17265,"Report 17265: Possible bigfoot scream heard by hikers in Rock Canyon, in the Wasatch Mountains",Class B,2003-03-15 12:00:00,40.26705,-111.5986,3,2003,Utah
1942,25577,Report 25577: Kayaker smells a terrible odor and then sees a hair-covered figure on the Econlockhatchee River,Class B,2003-03-15 12:00:00,28.48106,-81.11927,3,2003,Florida
1943,5495,Report 5495: Large prints found in mud and then vocalizations heard south of Yakama Reservation,Class A,2003-03-18 12:00:00,45.9358,-120.9855,3,2003,Washington
1944,9447,Report 9447: Unusual sounds heard near Enumclaw,Class B,2003-04-05 12:00:00,47.16145,-121.8943,4,2003,Washington
1945,11946,Report 11946: Footprints and vocalizations culminate in a brief sighting for a family living near Savannah.,Class B,2003-04-07 12:00:00,40.99562,-82.38627,4,2003,Ohio
1946,5586,Report 5586: Large creature crosses road in 1 1/2 strides,Class A,2003-04-11 12:00:00,37.025,-106.8583,4,2003,Colorado
1947,6194,Report 6194: Two decades separate sightings of father and son at farm,Class A,2003-04-11 12:00:00,38.28,-91.6253,4,2003,Missouri
1948,41739,Report 41739: Motorist watches massive bipedal figure cross a rural road south of Gaffney,Class A,2003-04-15 12:00:00,34.9533,-81.56005,4,2003,South Carolina
1949,23496,Report 23496: Possible daylight encounter by a rural resident south of Sturgeon Bay,Class B,2003-04-15 12:00:00,44.69867,-87.49564,4,2003,Wisconsin
1950,44404,Report 44404: Memory told of a possible night encounter while camping near Sanford,Class B,2003-04-15 12:00:00,28.8555,-81.306,4,2003,Florida
1951,14323,"Report 14323: Possible camp stalking in Jones Valley, Lake Shasta",Class B,2003-04-19 12:00:00,40.75,-122.1675,4,2003,California
1952,19906,Report 19906: Traveller observes lumbering figure along roadside near Danville,Class B,2003-04-19 12:00:00,36.589,-79.1345,4,2003,Virginia
1953,6951,Report 6951: Bear hunter has sighting while approaching bait site,Class B,2003-04-20 12:00:00,42.4914,-110.9967,4,2003,Wyoming
1954,5953,Report 5953: Family hunting near Wahkiacus is stalked by a large animal,Class B,2003-04-23 12:00:00,45.88039,-121.1692,4,2003,Washington
1955,5771,Report 5771: Silhouette awakens boy while camping near S. Fork Nooksack River,Class A,2003-04-23 12:00:00,48.76075,-122.2156,4,2003,Washington
1956,6232,Report 6232: Nighttime sighting by motorist on KM Hill near Skamokawa,Class A,2003-04-24 12:00:00,46.33425,-123.5439,4,2003,Washington
1957,7181,"Report 7181: Two bikers hear strange sound near ""Lost Nation""",Class B,2003-05-01 12:00:00,41.79639,-84.4587,5,2003,Michigan
1958,6330,Report 6330: A man standing on his back porch watches a large hair covered creature run down the railroad tracks and jump down into the brush,Class A,2003-05-01 12:00:00,41.03,-82.0101,5,2003,Ohio
1959,6309,Report 6309: Man see's an upright animal walk across the road,Class A,2003-05-08 12:00:00,47.94056,-122.7919,5,2003,Washington
1960,15475,Report 15475: Hunter describes being paralleled along railroad tracks northeast of Morgantown,Class B,2003-05-10 12:00:00,39.6716,-79.9442,5,2003,West Virginia
1961,6313,Report 6313: A family witness's a hairy humanlike face in the cars headlights while pulled off the side of the road,Class A,2003-05-11 12:00:00,39.64193,-82.1013,5,2003,Ohio
1962,24141,Report 24141: Large creature mistaken for roadkill stands up and runs on two legs near Salt Fork Lake State Park,Class A,2003-05-15 12:00:00,40.10801,-81.56232,5,2003,Ohio
1963,59414,Report 59414: Family fishing is roared at in Logan County,Class B,2003-05-16 12:00:00,35.68081,-97.26022,5,2003,Oklahoma
1965,6513,Report 6513: Daylight road crossing sighting by motorist in Cogar,Class A,2003-06-13 12:00:00,35.33389,-98.13028,6,2003,Oklahoma
1966,30929,Report 30929: Daylight observation of a hair-covered bipedal figure in the Grassy Waters Preserve,Class A,2003-06-14 12:00:00,26.80829,-80.16933,6,2003,Florida
1967,11121,Report 11121: Hikers find large footprint along Franklin Creek.,Class B,2003-06-14 12:00:00,41.86395,-89.34285,6,2003,Illinois
1968,11818,Report 11818: Fisherman has close sighting on Breitenbush River,Class A,2003-06-15 12:00:00,44.7679,-122.095,6,2003,Oregon
1969,39825,Report 39825: Wilderness guide in Indianola observes a large bipedal subject while hunting,Class A,2003-06-15 12:00:00,47.78212,-122.528,6,2003,Washington
1970,12636,Report 12636: Video taken of running biped near Avalanche in Glacier National Park,Class B,2003-06-18 12:00:00,48.68,-113.82,6,2003,Montana
1971,28386,Report 28386: Camper and his three dogs hear possible vocalizations and cut camping trip short in Beaver Creek,Class B,2003-06-21 12:00:00,42.35635,-111.5212,6,2003,Idaho
1972,6527,Report 6527: Campers find a large track,Class B,2003-06-21 12:00:00,47.8901,-121.3676,6,2003,Washington
1973,6559,Report 6559: Multiple screams heard,Class B,2003-06-25 12:00:00,46.21583,-121.9192,6,2003,Washington
1974,8234,Report 8234: Couple see large prints near Orick,Class B,2003-06-28 12:00:00,41.28694,-124.0586,6,2003,California
1975,7031,Report 7031: Lady sees large hairy creature on the side of the road,Class A,2003-06-28 12:00:00,33.26035,-87.31821,6,2003,Alabama
1976,44489,Report 44489: Witness recalls unknown animal seen crossing road near Snohomish,Class B,2003-07-01 12:00:00,47.8465,-122.1357,7,2003,Washington
1977,14354,Report 14354: Night time sighting by three boys outside Middleburg,Class A,2003-07-01 12:00:00,30.069,-81.771,7,2003,Florida
1978,6584,Report 6584: Vocalization heard in Call Meadow area,Class B,2003-07-02 12:00:00,43.85975,-118.8215,7,2003,Oregon
1979,11966,Report 11966: Ginseng hunters have daytime sighting near Blaine.,Class A,2003-07-03 12:00:00,38.02653,-82.83278,7,2003,Kentucky
1980,62930,Report 62930: Law enforcement officers' face-to-face encounter outside Dover,Class A,2003-07-11 12:00:00,39.1175,-93.4025,7,2003,Missouri
1981,10948,Report 10948: Campers startled by large figure behind their site,Class B,2003-07-13 12:00:00,48.78336,-122.2196,7,2003,Washington
1982,33611,Report 33611: Air National Guardsman describes being ushered out of the woods culminating in a nighttime sighting from his car near the Presque Isle Lighthouse,Class A,2003-07-15 12:00:00,45.351,-83.4885,7,2003,Michigan
1984,6638,Report 6638: Night time sighting of a white creature near Kelso,Class A,2003-07-16 12:00:00,35.11417,-86.465,7,2003,Tennessee
1985,6303,Report 6303: Woman kayaking with family at Sullivan lake sees bigfoot,Class A,2003-07-17 12:00:00,48.83558,-117.2776,7,2003,Washington
1986,6639,Report 6639: Couple have night sighting near Lake Tahoe,Class A,2003-07-20 12:00:00,38.85556,-120.0133,7,2003,California
1987,6347,Report 6347: Daylight sighting by residents near Yakima River,Class A,2003-07-21 12:00:00,46.4984,-120.4474,7,2003,Washington
1988,6734,Report 6734: Family members encounter footprint,Class B,2003-07-24 12:00:00,45.0487,-123.5792,7,2003,Oregon
1989,6722,"Report 6722: Woman observes a sasquatch behind her fence near Zanesville, Ohio.",Class A,2003-07-26 12:00:00,39.90416,-81.98721,7,2003,Ohio
1990,6538,Report 6538: Large tracks found in southwest Colorado mountains,Class B,2003-08-02 12:00:00,37.70835,-107.9584,8,2003,Colorado
1991,8226,Report 8226: Campers hear late night screams near Arnold,Class B,2003-08-07 12:00:00,38.25472,-120.3536,8,2003,California
1992,7815,Report 7815: Man while checking spooked cattle with his grandfather observes 8'-9' bipedal animal leaning against tree,Class A,2003-08-12 12:00:00,35.27833,-93.13361,8,2003,Arkansas
1993,17477,Report 17477: Witness and family hear Mississippi type howl from wooded area near home,Class B,2003-08-12 12:00:00,31.2137,-82.77173,8,2003,Georgia
1994,22475,Report 22475: Night watchmen at logging camp near Morton describes multiple incidents,Class A,2003-08-15 12:00:00,46.52352,-122.3045,8,2003,Washington
1995,7687,Report 7687: Lone camper hears vocalization,Class B,2003-08-15 12:00:00,44.5385,-118.5908,8,2003,Oregon
1996,6864,"Report 6864: Campers hear footfalls, rock clicking and find foorprints",Class B,2003-08-15 12:00:00,48.9058,-121.6967,8,2003,Washington
1997,13961,Report 13961: Possible stalking of boar hunters at night outside Okeechobee,Class B,2003-08-15 12:00:00,27.35644,-80.96515,8,2003,Florida
1998,34725,Report 34725: Ginseng hunter has an unexpected encounter near Blaine,Class A,2003-08-16 12:00:00,38.06181,-82.69125,8,2003,Kentucky
1999,6868,Report 6868: Campers hear late night screams near Pollack Pines,Class B,2003-08-17 12:00:00,38.76139,-120.5856,8,2003,California
2001,6938,Report 6938: Tracks and feces found in freshly turned field,Class A,2003-08-30 12:00:00,33.21145,-87.35664,8,2003,Alabama
2002,6755,Report 6755: Another large footprint in SW Colorado high country,Class B,2003-08-30 12:00:00,37.4125,-108.1292,8,2003,Colorado
2003,8595,Report 8595: Man has early morning sighting near Sly Park,Class A,2003-09-01 12:00:00,38.72139,-120.5836,9,2003,California
2004,26036,Report 26036: Man describes encounter at a strip mine near Whitesburg,Class B,2003-09-01 12:00:00,37.19822,-82.81679,9,2003,Kentucky
2005,7718,"Report 7718: Four teens camping hear grunting or snorting, observe creature walk from corn field into the woods",Class A,2003-09-03 12:00:00,39.89172,-84.14493,9,2003,Ohio
2006,6782,Report 6782: Hunters observe dark creature pounding rocks together,Class A,2003-09-04 12:00:00,38.59998,-106.6417,9,2003,Colorado
2007,14404,Report 14404: Several sightings and strange occurences near a residence west of Goodwine,Class A,2003-09-06 12:00:00,40.34057,-87.47077,9,2003,Indiana
2008,6854,Report 6854: Deer hunter finds possible footprints on Mt. Breckenridge,Class B,2003-09-07 12:00:00,35.44986,-118.5821,9,2003,California
2009,30258,Report 30258: Nighttime road crossing observed by a father and daughter near Quantico Marine Corp Base,Class A,2003-09-13 12:00:00,38.48342,-77.34673,9,2003,Virginia
2010,23046,Report 23046: Three witnesses observe large creature run in front of them while parked in Red Cloud State Park,Class B,2003-09-15 12:00:00,42.69657,-103.0044,9,2003,Nebraska
2011,65789,"Report 65789: Possible vocalizations heard outside Ruch on BLM land called ""Woodrat Mountain""",Class B,2003-09-15 12:00:00,42.2356,-123.0137,9,2003,Oregon
2012,13419,Report 13419: Firefighter describes multiple-witness sighting during the Loma Fire,Class A,2003-09-15 12:00:00,40.7485,-123.2718,9,2003,California
2013,25648,"Report 25648: Possible nighttime encounter, food taken from hunters camping near Tuolumne",Class B,2003-09-15 12:00:00,38.03917,-120.0459,9,2003,California
2014,7036,"Report 7036: Elk hunter trailed by large biped in twilight, finds tracks the next day",Class A,2003-09-17 12:00:00,39.45824,-106.625,9,2003,Colorado
2015,26566,"Report 26566: Man observes tall, white hair-covered creature during a family gathering near Lake Ontario",Class A,2003-09-20 12:00:00,43.27314,-76.89331,9,2003,New York
2016,12214,"Report 12214: Possible vocalizations near Sawmill,AZ",Class B,2003-09-28 12:00:00,35.97,-109.155,9,2003,Arizona
2017,10251,Report 10251: Hunters hear loud vocalization and breaking branches,Class B,2003-09-30 12:00:00,41.31268,-78.39445,9,2003,Pennsylvania
2018,7004,"Report 7004: Possible vocalizations, etc., heard near Canton",Class B,2003-10-02 12:00:00,34.1962,-84.50055,10,2003,Georgia
2019,7088,Report 7088: Deer hunter hears strange screams and possible stalking near Pigeon Mountain,Class B,2003-10-07 12:00:00,34.77525,-85.3297,10,2003,Georgia
2020,6583,Report 6583: Unusual screams pierce evening at rural property near Seguin,Class B,2003-10-08 12:00:00,29.385,-97.81083,10,2003,Texas
2021,6007,Report 6007: Young boy has encounter with young bigfoot on front porch at grandparents' house,Class A,2003-10-08 12:00:00,32.27444,-94.965,10,2003,Texas
2022,6937,Report 6937: Close encounter near Davis Mountains in West Texas,Class A,2003-10-08 12:00:00,30.77722,-103.7439,10,2003,Texas
2023,7062,Report 7062: Woman has sighting through dental office window.,Class A,2003-10-09 12:00:00,36.18889,-95.74556,10,2003,Oklahoma
2024,2237,Report 2237: Early morning encounter on North Texas backroad.,Class A,2003-10-10 12:00:00,33.29083,-97.8375,10,2003,Texas
2025,7224,"Report 7224: Ongoing Encounters with ""Fang"" on old family land",Class A,2003-10-10 12:00:00,41.13356,-81.17155,10,2003,Ohio
2026,8438,Report 8438: Youths have nighttime sighting near North Webster,Class A,2003-10-11 12:00:00,41.3382,-85.7037,10,2003,Indiana
2027,7115,"Report 7115: Mountain runner spots large, deep footprints on Stuart Fork Trail in Trinity Alps",Class B,2003-10-14 12:00:00,40.98333,-122.6986,10,2003,California
2028,7331,Report 7331: Fisherman hears late night scream near French Meadows Reservoir,Class B,2003-10-14 12:00:00,39.11167,-120.4683,10,2003,California
2029,42885,Report 42885: Possible daytime highway crossing on US-90 outside Caryville,Class B,2003-10-15 12:00:00,30.46805,-85.4937,10,2003,Florida
2030,3390,Report 3390: Campers are disturbed by strange vocalizations in Piney Woods of East Texas,Class B,2003-10-15 12:00:00,31.33333,-94.33334,10,2003,Texas
2031,3393,Report 3393: Something chases man back to truck and he sees dark figure in rearview mirror,Class B,2003-10-17 12:00:00,31.78333,-95.68333,10,2003,Texas
2032,9475,Report 9475: Two turkey farmers have nighttime sighting near Jefferson,Class A,2003-10-17 12:00:00,34.59,-80.3891,10,2003,South Carolina
2033,400,Report 400: Woman remembers encounter not far from Brazos River.,Class A,2003-10-17 12:00:00,32.7,-98.03333,10,2003,Texas
2034,11589,Report 11589: Mother and daughter see creature from the road,Class A,2003-10-19 12:00:00,36.39135,-109.0612,10,2003,Arizona
2035,5620,Report 5620: Black bigfoot observed from highway by route driver and son,Class A,2003-10-20 12:00:00,36.91528,-95.80417,10,2003,Oklahoma
2036,6941,Report 6941: Man has encounter at close range for several minutes.,Class A,2003-10-21 12:00:00,33.13333,-98.35,10,2003,Texas
2037,2379,Report 2379: Man recalls childhood experience with bigfoot,Class A,2003-10-22 12:00:00,31.90791,-95.01264,10,2003,Texas
2038,1063,"Report 1063: Coon hunters observe large, hairy ""monkey"" in pin oak",Class A,2003-10-22 12:00:00,32.13972,-95.32,10,2003,Texas
2039,15107,Report 15107: Possible vocalizations heard by a farmer near Max Meadows,Class B,2003-10-23 12:00:00,37.00085,-80.8797,10,2003,Virginia
2040,15347,Report 15347: Deer hunter has early morning sighting from tree stand near Pearl City,Class A,2003-10-26 12:00:00,42.21,-89.85,10,2003,Illinois
2041,7113,"Report 7113: Brothers have close, long sighting of ""thing"" in Wolf Creek",Class A,2003-10-26 12:00:00,33.5388,-84.869,10,2003,Georgia
2042,7045,Report 7045: Man riding 4-wheeler observes a bigfoot reaching into a tree,Class A,2003-10-31 12:00:00,36.34167,-93.94583,10,2003,Arkansas
2043,7059,Report 7059: Vocalizations heard on remote piece of Arkansas property.,Class B,2003-10-31 12:00:00,34.39,-93.23111,10,2003,Arkansas
2044,13691,Report 13691: Police officer describes late night road crossing sighting south of Wanblee,Class A,2003-11-01 12:00:00,43.4471,-101.7312,11,2003,South Dakota
2045,5406,Report 5406: A family is hearing howling behind their home identical to the howls on the BFRO website,Class B,2003-11-02 12:00:00,41.3235,-81.22745,11,2003,Ohio
2046,6806,"Report 6806: Man approached by Sasquatch, south of Yacolt, WA",Class A,2003-11-05 12:00:00,45.8331,-122.3985,11,2003,Washington
2048,7303,Report 7303: Strange odor precedes strange vocalizations in rural Texas,Class B,2003-11-06 12:00:00,33.62167,-100.8361,11,2003,Texas
2049,7272,"Report 7272: Hunters endure hour-long, intimidation behavior by unseen aggressor(s)",Class B,2003-11-07 12:00:00,44.6375,-83.51418,11,2003,Michigan
2050,7117,"Report 7117: Hunter sees bigfoot cross road behind him west of Nile, WA",Class A,2003-11-07 12:00:00,46.80505,-121.0909,11,2003,Washington
2051,7366,Report 7366: Couple in car observe an upright animal crossing highway,Class A,2003-11-08 12:00:00,43.6165,-122.1,11,2003,Oregon
2052,19836,Report 19836: Campers describe incidents over 3-4 hours with unseen animal near their camp outside Prattsburgh,Class B,2003-11-09 12:00:00,42.54346,-77.36516,11,2003,New York
2053,7957,Report 7957: Two hunters hear repeated loud screams.,Class B,2003-11-09 12:00:00,45.82565,-123.296,11,2003,Oregon
2054,9567,Report 9567: While taking dog outside witness sees large bipedal shadow next to his shed,Class A,2003-11-12 12:00:00,31.5831,-93.50845,11,2003,Louisiana
2055,13212,Report 13212: Possible pre-dawn vocalization heard by hunter near Ferrum,Class B,2003-11-13 12:00:00,36.94165,-80.04166,11,2003,Virginia
2056,7408,"Report 7408: Bigfoot tries to hide under brush, leaves legs exposed",Class A,2003-11-15 12:00:00,43.92736,-83.92834,11,2003,Michigan
2057,40035,Report 40035: Memory told of a dusk sighting as a passenger in traffic on I-35 outside Wichita,Class A,2003-11-15 12:00:00,37.3444,-97.1953,11,2003,Kansas
2059,7168,Report 7168: Hunter and family has repeated encounters over two decades,Class A,2003-11-16 12:00:00,33.845,-95.19722,11,2003,Texas
2060,7452,Report 7452: Campers Hear Unusual Evening Sounds,Class B,2003-11-16 12:00:00,41.23528,-123.6581,11,2003,California
2061,10904,Report 10904: Deer hunter watches large bipedal animal in Rifle River State Park.,Class A,2003-11-17 12:00:00,44.36434,-84.05358,11,2003,Michigan
2062,7406,"Report 7406: Father and Son Hunting Mill Creek Drainage Near Walla Walla, WA see biped walking across slope",Class A,2003-11-19 12:00:00,46.0573,-117.9793,11,2003,Washington
2063,7436,"Report 7436: ""Ape-like"" Face Appears in Window, Startles Woman at Computer",Class A,2003-11-22 12:00:00,40.80725,-84.21719,11,2003,Ohio
2064,7427,Report 7427: Four youths have harrowing experience in Alabama backwoods.,Class A,2003-11-26 12:00:00,32.6218,-85.4258,11,2003,Alabama
2065,21894,Report 21894: Large creature on all-fours seen crossing US-50 near Burlington,Class A,2003-11-27 12:00:00,39.335,-78.94501,11,2003,West Virginia
2066,7473,Report 7473: Family finds tracks and has close visual encounter.,Class A,2003-11-29 12:00:00,35.27639,-97.33528,11,2003,Oklahoma
2067,7505,Report 7505: Woman sees creature by dog kennels in area close to Lake O' the Pines.,Class A,2003-11-29 12:00:00,32.68945,-94.59222,11,2003,Texas
2068,8026,Report 8026: Child has daytime sighting near Grass Valley,Class B,2003-12-02 12:00:00,39.21667,-120.8983,12,2003,California
2069,9842,Report 9842: Man Sees Large Animal By Roadside,Class A,2003-12-07 12:00:00,37.585,-79.052,12,2003,Virginia
2070,7537,Report 7537: Sasquatch crosses road in Coast Range in front of car,Class A,2003-12-08 12:00:00,45.0608,-123.694,12,2003,Oregon
2071,7519,Report 7519: Bigfoot runs across road in front of woman in car near Pecan Gap,Class A,2003-12-08 12:00:00,33.46333,-95.8775,12,2003,Texas
2072,6990,Report 6990: Scream heard while staying overnight near Greenwater,Class B,2003-12-09 12:00:00,47.0228,-121.5497,12,2003,Washington
2073,7534,Report 7534: Sighting on Brazos River near Lake Whitney,Class A,2003-12-10 12:00:00,32.17194,-97.54944,12,2003,Texas
